,title,text
25,Give Me Strength,"This is my prayer to thee, my lord---strike,
strike at the root of penury in my heart.

Give me the strength lightly to bear my joys and sorrows.

Give me the strength to make my love fruitful in service.

Give me the strength never to disown the poor or bend my knees before insolent might.

Give me the strength to raise my mind high above daily trifles.

And give me the strength to surrender my strength to thy will with love."
26,Hard Times,"Music is silenced, the dark descending slowly
Has stripped unending skies of all companions.
Weariness grips your limbs and within the locked horizons
Dumbly ring the bells of hugely gathering fears.
Still, O bird, O sightless bird,
Not yet, not yet the time to furl your wings.


It's not melodious woodlands but the leaps and falls
Of an ocean's drowsy booming,
Not a grove bedecked with flowers but a tumult flecked with foam.
Where is the shore that stored your buds and leaves?
Where the nest and the branch's hold?
Still, O bird, my sightless bird,
Not yet, not yet the time to furl your wings.

Stretching in front of you the night's immensity
Hides the western hill where sleeps the distant sun;
Still with bated breath the world is counting time and swimming
Across the shoreless dark a crescent moon
Has thinly just appeared upon the dim horizon.
--But O my bird, O sightless bird,
Not yet, not yet the time to furl your wings.


From upper skies the stars with pointing fingers
Intently watch your course and death's impatience
Lashes at you from the deeps in swirling waves;
And sad entreaties line the farthest shore
With hands outstretched and crooning 'Come, O come!'
Still, O bird, O sightless bird,
Not yet, not yet the time to furl your wings.


All that is past: your fears and loves and hopes;
All that is lost: your words and lamentation;
No longer yours a home nor a bed composed of flowers.
For wings are all you have, and the sky's broadening countryard,
And the dawn steeped in darkness, lacking all direction.
Dear bird, my sightless bird,
Not yet, not yet the time to furl your wings!"
27,I,"I wonder if I know him
In whose speech is my voice,
In whose movement is my being,
Whose skill is in my lines,
Whose melody is in my songs
In joy and sorrow.
I thought he was chained within me,
Contained by tears and laughter,
Work and play.
I thought he was my very self
Coming to an end with my death.
Why then in a flood of joy do I feel him
In the sight and touch of my beloved?
This 'I' beyond self I found
On the shores of the shining sea.
Therefore I know
This 'I' is not imprisoned within my bounds.
Losing myself, I find him
Beyond the borders of time and space.
Through the Ages
I come to know his Shining Self
In the Iffe of the seeker,
In the voice of the poet.
From the dark clouds pour the rains.
I sit and think:
Bearing so many forms, so many names,
I come down, crossing the threshold
Of countless births and deaths.
The Supreme undivided, complete in himself,
Embracing past and present,
Dwells in Man.
Within Him I shall find myself -
The 'I' that reaches everywhere."
28,Innermost One,"He it is, the innermost one,
who awakens my being with his deep hidden touches.

He it is who puts his enchantment upon these eyes
and joyfully plays on the chords of my heart
in varied cadence of pleasure and pain.

He it is who weaves the web of this maya
in evanescent hues of gold and silver, blue and green,
and lets peep out through the folds his feet,
at whose touch I forget myself.

Days come and ages pass,
and it is ever he who moves my heart in many a name,
in many a guise, in many a rapture of joy and of sorrow."
29,Journey Home,"The time that my journey takes is long and the way of it long.

I came out on the chariot of the first gleam of light, and pursued my
voyage through the wildernesses of worlds leaving my track on many a star and planet.

It is the most distant course that comes nearest to thyself,
and that training is the most intricate which leads to the utter simplicity of a tune.

The traveler has to knock at every alien door to come to his own,
and one has to wander through all the outer worlds to reach the innermost shrine at the end.

My eyes strayed far and wide before I shut them and said `Here art thou!'

The question and the cry `Oh, where?' melt into tears of a thousand
streams and deluge the world with the flood of the assurance `I am!'"
30,Lamp Of Love,"Light, oh where is the light?
Kindle it with the burning fire of desire!

There is the lamp but never a flicker of a flame---is such thy fate, my heart?
Ah, death were better by far for thee!

Misery knocks at thy door,
and her message is that thy lord is wakeful,
and he calls thee to the love-tryst through the darkness of night.

The sky is overcast with clouds and the rain is ceaseless.
I know not what this is that stirs in me---I know not its meaning.

A moment's flash of lightning drags down a deeper gloom on my sight,
and my heart gropes for the path to where the music of the night calls me.

Light, oh where is the light!
Kindle it with the burning fire of desire!
It thunders and the wind rushes screaming through the void.
The night is black as a black stone.
Let not the hours pass by in the dark.
Kindle the lamp of love with thy life."
31,Last Curtain,"I know that the day will come
when my sight of this earth shall be lost,
and life will take its leave in silence,
drawing the last curtain over my eyes.

Yet stars will watch at night,
and morning rise as before,
and hours heave like sea waves casting up pleasures and pains.

When I think of this end of my moments,
the barrier of the moments breaks
and I see by the light of death
thy world with its careless treasures.
Rare is its lowliest seat,
rare is its meanest of lives.

Things that I longed for in vain
and things that I got
---let them pass.
Let me but truly possess
the things that I ever spurned
and overlooked."
32,Leave This,"Leave this chanting and singing and telling of beads!
Whom dost thou worship in this lonely dark corner of a temple with doors all shut?
Open thine eyes and see thy God is not before thee!

He is there where the tiller is tilling the hard ground
and where the pathmaker is breaking stones.
He is with them in sun and in shower,
and his garment is covered with dust.
Put off thy holy mantle and even like him come down on the dusty soil!

Deliverance?
Where is this deliverance to be found?
Our master himself has joyfully taken upon him the bonds of creation;
he is bound with us all for ever.

Come out of thy meditations and leave aside thy flowers and incense!
What harm is there if thy clothes become tattered and stained?
Meet him and stand by him in toil and in sweat of thy brow."
33,Let Me Not Forget,"If it is not my portion to meet thee in this life
then let me ever feel that I have missed thy sight
---let me not forget for a moment,
let me carry the pangs of this sorrow in my dreams
and in my wakeful hours.

As my days pass in the crowded market of this world
and my hands grow full with the daily profits,
let me ever feel that I have gained nothing
---let me not forget for a moment,
let me carry the pangs of this sorrow in my dreams
and in my wakeful hours.

When I sit by the roadside, tired and panting,
when I spread my bed low in the dust,
let me ever feel that the long journey is still before me
---let me not forget a moment,
let me carry the pangs of this sorrow in my dreams
and in my wakeful hours.

When my rooms have been decked out and the flutes sound
and the laughter there is loud,
let me ever feel that I have not invited thee to my house
---let me not forget for a moment,
let me carry the pangs of this sorrow in my dreams
and in my wakeful hours"
34,Light,"Light, my light, the world-filling light,
the eye-kissing light,
heart-sweetening light!

Ah, the light dances, my darling, at the center of my life;
the light strikes, my darling, the chords of my love;
the sky opens, the wind runs wild, laughter passes over the earth.

The butterflies spread their sails on the sea of light.
Lilies and jasmines surge up on the crest of the waves of light.

The light is shattered into gold on every cloud, my darling,
and it scatters gems in profusion.

Mirth spreads from leaf to leaf, my darling,
and gladness without measure.
The heaven's river has drowned its banks
and the flood of joy is abroad."
35,Little Flute,"Thou hast made me endless, such is thy pleasure. This frail
vessel thou emptiest again and again, and fillest it ever with fresh life.

This little flute of a reed thou hast carried over hills and dales,
and hast breathed through it melodies eternally new.

At the immortal touch of thy hands my little heart loses its limits in
joy and gives birth to utterance ineffable.

Thy infinite gifts come to me only on these very small hands of mine.
Ages pass, and still thou pourest, and still there is room to fill."
36,Little Of Me,"Let only that little be left of me
whereby I may name thee my all.

Let only that little be left of my will
whereby I may feel thee on every side,
and come to thee in everything,
and offer to thee my love every moment.

Let only that little be left of me
whereby I may never hide thee.
Let only that little of my fetters be left
whereby I am bound with thy will,
and thy purpose is carried out in my life---and that is the fetter of thy love."
37,Lord of My Life,"Thou who art the innermost Spirit of my being,
art thou pleased, Lord of my Life?
For I give to thee my cup filled with all
the pain and delight that the crushed
grapes of my heart had surrendered,
I wove with rhythm of colors and song cover for thy bed,
And with the molten gold of my desires
I fashioned playthings for thy passing hours.
I know not why thou chosest me for thy partner,
Lord of my life.

Didst thou store my days and nights,
my deeds and dreams for the alchemy of thy art,
and string in the chain of thy music my songs of autumn and spring,
and gather the flowers from my mature moments for thy crown?

I see thine eyes gazing at the dark of my heart,
Lord of my life,
I wonder if my failure and wrongs are forgiven.
For many were my days without service
and nights of forgetfulness; futile were the flowers
that faded in the shade not offered to thee.

Often the tied strings of my lute slackened
at the strains of thy tunes.
And often at the ruin of wasted hours
my desolate evenings were filled with tears.

But have my days come to their end at last,
Lord of my life, while my arms round thee
grow limp, my kisses losing their truth?
Then break up the meeting of this languid day!
Renew the old in me in fresh forms of delight;
and let the wedding come once again in
a new ceremony of life."
38,Lost Star,"When the creation was new and all the stars shone in their first
splendor, the gods held their assembly in the sky and sang
`Oh, the picture of perfection! the joy unalloyed!'

But one cried of a sudden
---`It seems that somewhere there is a break in the chain of light
and one of the stars has been lost.'

The golden string of their harp snapped,
their song stopped, and they cried in dismay
---`Yes, that lost star was the best,
she was the glory of all heavens!'

From that day the search is unceasing for her,
and the cry goes on from one to the other
that in her the world has lost its one joy!

Only in the deepest silence of night the stars smile
and whisper among themselves
---`Vain is this seeking! unbroken perfection is over all!'"
39,Lost Time,"On many an idle day have I grieved over lost time.
But it is never lost, my lord.
Thou hast taken every moment of my life in thine own hands.

Hidden in the heart of things thou art nourishing seeds into sprouts,
buds into blossoms, and ripening flowers into fruitfulness.

I was tired and sleeping on my idle bed
and imagined all work had ceased.
In the morning I woke up
and found my garden full with wonders of flowers."
40,Lotus,"On the day when the lotus bloomed, alas, my mind was straying,
and I knew it not. My basket was empty and the flower remained unheeded.

Only now and again a sadness fell upon me, and I started up from my
dream and felt a sweet trace of a strange fragrance in the south wind.

That vague sweetness made my heart ache with longing and it seemed to
me that is was the eager breath of the summer seeking for its completion.

I knew not then that it was so near, that it was mine, and that this
perfect sweetness had blossomed in the depth of my own heart."
41,Lover's Gifts II: Come to My Garden Walk,"Come to my garden walk, my love. Pass by the fervid flowers that
press themselves on your sight. Pass them by, stopping at some
chance joy, which like a sudden wonder of sunset illumines, yet
elude.
    For lover's gift is shy, it never tells its name, it flits
across the shade, spreading a shiver of joy along the dust.
    Overtake it or miss it for ever. But a gift that can be
grasped is merely a frail flower, or a lamp with flame that will
flicker."
42,Lover's Gifts IV: She Is Near to My Heart,"She is near to my heart as the meadow-flower to the earth; she is
sweet to me as sleep is to tired limbs. My love for her is my life
flowing in its fullness, like a river in autumn flood, running with
serene abandonment. My songs are one with my love, like the murmur
of a stream, that sings with all its waves and current."
43,Lover's Gifts LII: Tired of Waiting,"Tired of waiting, you burst your bonds, impatient flowers, before
the winter had gone. Glimpses of the unseen comer reached your
wayside watch, and you rushed out running and panting, impulsive
jasmines, troops of riotous roses.
    You were the first to march to the breach of death, your
clamour of colour and perfume troubled the air. You laughed and
pressed and pushed each other, bared your breast and dropped in
heaps.
    The Summer will come in its time, sailing in the flood-tide
of the south wind. But you never counted slow moments to be sure
of him. You recklessly spent your all in the road, in the terrible
joy of faith.
    You heard his footsteps from afar, and flung your mantle of
death for him to tread upon. Your bonds break even before the
rescuer is seen, you make him your own ere he can come and claim
you."
44,Lover's Gifts LIV: In the Beginning of Time,"In the beginning of time, there rose from the churning of God's
dream two women. One is the dancer at the court of paradise, the
desired of men, she who laughs and plucks the minds of the wise
from their cold meditations and of fools from their emptiness; and
scatters them like seeds with careless hands in the extravagant
winds of March, in the flowering frenzy of May.
    The other is the crowned queen of heaven, the mother, throned
on the fullness of golden autumn; she who in the harvest-time
brings straying hearts to the smile sweet as tears, the beauty deep
as the sea of silence, -brings them to the temple of the Unknown,
at the holy confluence of Life and Death."
45,Lover's Gifts LVI: The Evening Was Lonely,"The evening was lonely for me, and I was reading a book till my
heart became dry, and it seemed to me that beauty was a thing
fashioned by the traders in words. Tired I shut the book and
snuffed the candle. In a moment the room was flooded with
moonlight.
    Spirit of Beauty, how could you, whose radiance overbrims the
sky, stand hidden behind a candle's tiny flame? How could a few
vain words from a book rise like a mist, and veil her whose voice
has hushed the heart of earth into ineffable calm?"
46,Lover's Gifts LVIII: Things Throng and Laugh,"Things throng and laugh loud in the sky; the sands and dust dance
and whirl like children. Man's mind is aroused by their shouts; his
thoughts long to be the playmates of things.
    Our dreams, drifting in the stream of the vague, stretch their
arms to clutch the earth, -their efforts stiffen into bricks and
stones, and thus the city of man is built.
    Voices come swarming from the past,-seeking answers from the
living moments. Beats of their wings fill the air with tremulous
shadows, and sleepless thoughts in our minds leave their nests to
take flight across the desert of dimness, in the passionate thirst
for forms. They are lampless pilgrims, seeking the shore of light,
to find themselves in things. They will be lured into poets's
rhymes, they will be housed in the towers of the town not yet
planned, they have their call to arms from the battle fields of the
future, they are bidden to join hands in the strife of peace yet
to come."
47,Lover's Gifts LXX: Take Back Your Coins,"Take back your coins, King's Councillor. I am of those women you
sent to the forest shrine to decoy the young ascetic who had never
seen a women. I failed in your bidding.
    Dimly day was breaking when the hermit boy came to bathe in
the stream, his tawny locks crowded on his shoulders, like a
cluster of morning clouds, and his limbs shining like a streak of
sunbeam. We laughed and sang as we rowed in our boat; we jumped
into the river in a mad frolic, and danced around him, when the sun
rose staring at us from the water's edge in a flush of divine
anger.
    Like a child-god, the boy opened his eyes and watched our
movements, the wonder deepening till his eyes shone like morning
stars. He lifted his clasped hands and chanted a hymn of praise in
his bird-like young voice, thrilling every leaf of the forest.
Never such words were sung to a mortal woman before; they were like
the silent hymn to the dawn which rises from the hushed hills. The
women hid their mouths with their hands, their bodies swaying with
laughter, and a spasm of doubt ran across his face. Quickly came
I to his side, sorely pained, and, bowing to his feet, I said,
""Lord, accept my service.""
    I led him to the grassy bank, wiped his body with the end of
my silken mantle, and, kneeling on the ground, I dried his feet
with my trailing hair. When I raised my face and looked into his
eyes, I thought I felt the world's first kiss to the first woman,
-Blessed am I, blessed is God, who made me a woman. I heard him say
to me, ""What God unknown are you? Your touch is the touch of the
Immortal, your eyes have the mystery of the midnight.""
    Ah, no, not that smile, King's Councillor, -the dust of
worldly  wisdom has covered your sight, old man. But this boy's
innocence pierced the mist and saw the shining truth, the woman
divine....
    The women clapped their hands, and laughed their obscene
laugh, and with veils dragged on the dust and hair hanging loose
they began to pelt him with flowers.
    Alas, my spotless sun, could not my shame weave fiery mist to
cover you in its folds? I fell at his feet and cried, ""Forgive me.
"" I fled like a stricken deer through shade and sun, and cried as
I fled, "" Forgive me. "" The women's foul laughter pressed me like
a cracking fire, but the words ever rang in my ears, "" What God
unknown are you?"""
48,Lover's Gifts V: I Would Ask For Still More,"I would ask for still more, if I had the sky with all its stars,
and the world with its endless riches; but I would be content with
the smallest corner of this earth if only she were mine."
49,Lover's Gifts VIII: There Is Room for You,"There is room for you. You are alone with your few sheaves of rice.
My boat is crowded, it is heavily laden, but how can I turn you
away? Your young body is slim and swaying; there is a twinkling
smile in the edge of your eyes, and your robe is  coloured like the
rain cloud.
    The travellers will land for different roads and homes. You
will sit for a while on the prow of my boat, and at the journey's
end none will keep you back.
    Where do you go, and to what home, to garner your sheaves? I
will not question you, but when I fold my sails and moor my boat
I shall sit and wonder in the evening, -Where do you go, and to
what home, to garner your sheaves?"
50,Lover's Gifts XIII: Last Night in the Garden,"Last night in the garden I offered you my youth's foaming wine. You
lifted the cup to your lips, you shut your eyes and smiled while
I raised your veil, unbound your tresses, drawing down upon my
breast your face sweet with its silence, last night when the moon's
dream overflowed the world of slumber.
    To-day in the dew-cooled calm of the dawn you are walking to
God's temple, bathed and robed in white, with a basketful of
flowers in your hand. I stand aside in the shade under the tree,
with my head bent, in the calm of the dawn by the lonely road to
the temple."
51,Lover's Gifts XIL: There Is a Looker-On,"There is a looker-on who sits behind my eyes. It seems he has seen
things in ages and worlds beyond memory's shore, and those
forgotten sights glisten on the grass and shiver on the leaves. He
has seen under new veils the face of the one beloved, in twilight
hours of many a nameless star. Therefore his sky seems to ache with
the pain of countless meetings and partings, and a longing pervades
this spring breeze, -the longing that is full of the whisper of
ages without beginning."
52,Lover's Gifts XIX: It Is Written in the Book,"It is written in the book that Man, when fifty, must leave the
noisy world, to go to the forest seclusion. But the poet proclaims
that the forest hermitage is only for the young. For it is the
birthplace of flowers and the haunt of birds and bees; and hidden
hooks are waiting there for the thrill of lovers' whispers. There
the moon-light, that is all one kiss for the malati flowers, has
its deep message, but those who understand it are far below fifty.
    And alas, youth is inexperienced and wilful, therefore it is
but meet that the old should take charge of the household, and the
young take to the seclusion of forest shades and the severe
discipline of courting."
53,Lover's Gifts XL: A Message Came,"A message came from my youth of vanished days, saying, "" I wait for
you among the quivering of unborn May, where smiles ripen for tears
and hours ache with songs unsung.""
    It says, ""Come to me across the worn-out track of age, through
the gates of death. For dreams fade, hopes fail, the fathered
fruits of the year decay, but I am the eternal truth, and you shall
meet me again and again in your voyage of life from shore to
shore."""
54,Lover's Gifts XLII: Are You a Mere Picture,"Are you a mere picture, and not as true as those stars, true as
this dust? They throb with the pulse of things, but you are
immensely aloof in your stillness, painted form.
    The day was when you walked with me, your breath warm, your
limbs singing of life. My world found its speech in your voice, and
touched my heart with your face. You suddenly stopped in your walk,
in the shadow-side of the Forever, and I went on alone.
    Life, like a child, laughs, shaking its rattle of death as it
runs; it beckons me on, I follow the unseen; but you stand there,
where you stopped behind that dust and those stars; and you are a
mere picture.
    No, it cannot be. Had the life-flood utterly stopped in you,
it would stop the river in its flow, and the foot-fall of dawn in
her cadence of colours. Had the glimmering dusk of your hair
vanished in the hopeless dark, the woodland shade of summer would
die with its dreams.
    Can it be true that I forgot you? We haste on without heed,
forgetting the flowers on the roadside hedge. Yet they breathe
unaware into our forgetfulness, filling it with music. You have
moved from my world, to take seat at the root of my life, and
therefore is this forgetting-remembrance lost in its own depth.
    You are no longer before my songs, but one with them. You came
to me with the first ray of dawn. I lost you with the last gold of
evening. Ever since I am always finding you through the dark. No,
you are no mere picture."
55,"Lover's Gifts XLIII: Dying, You Have Left Behind","Dying, you have left behind you the great sadness of the Eternal
in my life. You have painted my thought's horizon with the sunset
colours of your departure, leaving a track of tears across the
earth to love's heaven. Clasped in your dear arms, life and death
united in me in a marriage bond.
    I think I can see you watching there in the balcony with your
lamp lighted, where the end and the beginning of all things meet.
My world went hence through the doors that you opened-you holding
the cup of death to my lips, filling it with life from your own."
56,Lover's Gifts XLIV: Where Is Heaven,"Where is heaven? you ask me, my child,-the sages tell us it is
beyond the limits of birth and death, unswayed by the rhythm of day
and night; it is not of the earth.
    But your poet knows that its eternal hunger is for time and
space, and it strives evermore to be born in the fruitful dust.
Heaven is fulfilled in your sweet body, my child, in your
palpitating heart.
    The sea is beating its drums in joy, the flowers are a-tiptoe
to kiss you. For heaven is born in you, in the arms of the mother-
dust."
57,Lover's Gifts XLVII: The Road Is,"The road is my wedded companion. She speaks to me under my feet all
day, she sings to my dreams all night.
    My meeting with her had no beginning, it begins endlessly at
each daybreak, renewing its summer in fresh flowers and songs, and
her every new kiss is the first kiss to me.
    The road and I are lovers. I change my dress for her night
after night, leaving the tattered cumber of the old in the wayside
inns when the day dawns."
58,Lover's Gifts XLVIII: I Travelled the Old Road,"I travelled the old road every day, I took my fruits to the market,
my cattle to the meadows, I ferried my boat across the stream and
all the ways were well known to me.
    One morning my basket was heavy with wares. Men were busy in
the fields, the pastures crowded with cattle; the breast of earth
heaved with the mirth of ripening rice.
    Suddenly there was a tremor in the air, and the sky seemed to
kiss me on my forehead. My mind started up like the morning out of
mist.
    I forgot to follow the track. I stepped a few paces from the
path, and my familiar world appeared strange to me, like a flower
I had only known in bud.
    My everyday wisdom was ashamed. I went astray in the fairyland
of things. It was the best luck of my life that I lost my path that
morning, and found my eternal childhood."
59,Lover's Gifts XVI: She Dwelt Here by the Pool,"She dwelt here by the pool with its landing-stairs in ruins. Many
an evening she had watched the moon made dizzy by the shaking of
bamboo leaves, and on many a rainy day the smell of the wet earth
had come to her over the young shoots of rice.
    Her pet name is known here among those date-palm groves and
in the courtyards where girls sit and talk while stitching their
winter quilts. The water in this pool keeps in its depth the memory
of her swimming limbs, and her wet feet had left their marks, day
after day, on the footpath leading to the village.
    The women who come to-day with their vessels to the water have
all seen her smile over simple jests, and the old peasant, taking
his bullocks to their bath, used to stop at her door every day to
greet her.
    Many a sailing-boat passes by this village; many a traveller
takes rest beneath that banyan tree; the ferry-boat crosses to
yonder ford carrying crowds to the market; but they never notice
this spot by the village road, near the pool with its ruined
landing-stairs,-where dwelt she whom I love."
60,Lover's Gifts XVIII: Your Days,"Your days will be full of cares, if you must give me your heart.
My house by the cross-roads has its doors open and my mind is
absent, -for I sing.
    I shall never be made to answer for it, if you must give me
your heart. If I pledge my word to you in tunes now, and am too
much in earnest to keep it when music is silent, you must forgive
me; for the law laid down in May is best broken in December.
    Do not always keep remembering it, if you must give me your
heart. When your eyes sing with love, and your voice ripples with
laughter, my answers to your questions will be wild, and not
miserly accurate in facts, -they are to be believed for ever and
then forgotten for good."
61,Lover's Gifts XXII: I Shall Gladly Suffer,"I shall gladly suffer the pride of culture to die out in my house,
if only in some happy future I am born a herd-boy in the Brinda
forest.
    The herd-boy who grazes his cattle sitting under the banyan
tree, and idly weaves gunja flowers into garlands, who loves to
splash and plunge in the Jamuna's cool deep stream.
    He calls his companions to wake up when morning dawns, and all
the houses in the lane hum with the sound of the churn, clouds of
dust are raised by the cattle, the maidens come out in the
courtyard to milk the king.
    As the shadows deepen under the tomal trees, and the dusk
gathers on the river-banks; when the milkmaids, while crossing the
turbulent water, tremble with fear; and loud peacocks, with tails
outspread, dance in the forest, he watchers the summer clouds.
    When the April night is sweet as a fresh-blown flower, he
disappears in the forest with a peacock's plume in his hair; the
swing ropes are twined with flowers on the branches; the south wind
throbs with music, and the merry shepherd boys crowd on the banks
of the blue river.
    No, I will never be the leader, brothers, of this new age of
new Bengal; I shall not trouble to light the lamp of culture for
the benighted. If only I could be born, under the shady asoka
groves, in some village of Brinda, where milk is churned by the
maidens!"
62,Lover's Gifts XXVIII: I Dreamt,"I dreamt that she sat by my head, tenderly ruffling my hair with
her fingers, playing the melody of her touch. I looked at her face
and struggled with my tears, till the agony of unspoken words burst
my sleep like a bubble.
    I sat up and saw the glow of the Milky Way above my window,
like a world of silence on fire, and I wondered if at this moment
she had a dream that rhymed with mine."
63,Maya,"That I should make much of myself and turn it on all sides,
thus casting colored shadows on thy radiance
---such is thy Maya.

Thou settest a barrier in thine own being
and then callest thy severed self in myriad notes.
This thy self-separation has taken body in me.

The poignant song is echoed through all the sky in many-coloured tears
and smiles, alarms and hopes; waves rise up and sink again,
dreams break and form.
In me is thy own defeat of self.

This screen that thou hast raised is painted with innumerable figures
with the brush of the night and the day.
Behind it thy seat is woven in wondrous mysteries of curves,
casting away all barren lines of straightness.

The great pageant of thee and me has overspread the sky.
With the tune of thee and me all the air is vibrant,
and all ages pass with the hiding and seeking of thee and me."
64,Moments Indulgence,"I ask for a moment's indulgence to sit by thy side. The works
that I have in hand I will finish afterwards.

Away from the sight of thy face my heart knows no rest nor respite,
and my work becomes an endless toil in a shoreless sea of toil.

Today the summer has come at my window with its sighs and murmurs; and
the bees are plying their minstrelsy at the court of the flowering grove.

Now it is time to sit quite, face to face with thee, and to sing
dedication of life in this silent and overflowing leisure."
65,My Polar Star,"I have made You the polar star of my
existence; never again can I lose my way in the
voyage of life.

Wherever I go, You are always there to
shower your benefience all around me. Your face
is ever present before my mind's eyes.

If I lose sight of You even for a moment, I
almost lose my mind.

Whenever my heart is about to go astray, just
a glance of You makes it feel ashamed of itself."
66,My Song,"This song of mine will wind its music around you, my child, like
the fond arms of love.
    This song of mine will touch your forehead like a kiss of
blessing.
    When you are alone it will sit by your side and whisper in
your ear, when you are in the crowd it will fence you about with
aloofness.
    My song will be like a pair of wings to your dreams, it will
transport your heart to the verge of the unknown.
    It will be like the faithful star overhead when dark night is
over your road.
    My song will sit in the pupils of your eyes, and will carry
your sight into the heart of things.
    And when my voice is silent in death, my song will speak in
your living heart."
67,Ocean of Forms,"I dive down into the depth of the ocean of forms,
hoping to gain the perfect pearl of the formless.

No more sailing from harbor to harbor with this my weather-beaten boat.
The days are long passed when my sport was to be tossed on waves.

And now I am eager to die into the deathless.

Into the audience hall by the fathomless abyss
where swells up the music of toneless strings
I shall take this harp of my life.

I shall tune it to the notes of forever,
and when it has sobbed out its last utterance,
lay down my silent harp at the feet of the silent."
68,Old And New,"Thou hast made me known to friends whom I knew not.
Thou hast given me seats in homes not my own.
Thou hast brought the distant near and made a brother of the stranger.

I am uneasy at heart when I have to leave my accustomed shelter;
I forget that there abides the old in the new,
and that there also thou abidest.

Through birth and death, in this world or in others,
wherever thou leadest me it is thou, the same,
the one companion of my endless life
who ever linkest my heart with bonds of joy to the unfamiliar.

When one knows thee, then alien there is none, then no door is shut.
Oh, grant me my prayer that I may never lose
the bliss of the touch of the one
in the play of many."
69,On the Nature of Love,"The night is black and the forest has no end;
a million people thread it in a million ways.
We have trysts to keep in the darkness, but where
or with whom - of that we are unaware.
But we have this faith - that a lifetime's bliss
will appear any minute, with a smile upon its lips.
Scents, touches, sounds, snatches of songs
brush us, pass us, give us delightful shocks.
Then peradventure there's a flash of lightning:
whomever I see that instant I fall in love with.
I call that person and cry: `This life is blest!
for your sake such miles have I traversed!'
All those others who came close and moved off
in the darkness - I don't know if they exist or not."
70,One Day in Spring...,"One day in spring, a woman came
In my lonely woods,
In the lovely form of the Beloved.
Came, to give to my songs, melodies,
To give to my dreams, sweetness.
Suddenly a wild wave
Broke over my heart's shores
And drowned all language.
To my lips no name came,
She stood beneath the tree, turned,
Glanced at my face, made sad with pain,
And with quick steps, came and sat by me.
Taking my hands in hers, she said:
'You do not know me, nor I you--
I wonder how this could be?'
I said:
'We two shall build, a bridge for ever
Between two beings, each to the other unknown,
This eager wonder is at the heart of things.'

The cry that is in my heart is also the cry of her heart;
The thread with which she binds me binds her too.
Her have I sought everywhere,
Her have I worshipped within me,
Hidden in that worship she has sought me too.
Crossing the wide oceans, she came to steal my heart.
She forgot to return, having lost her own.
Her own charms play traitor to her,
She spreads her net, knowing not
Whether she will catch or be caught."
71,Only Thee,"That I want thee, only thee---let my heart repeat without end.
All desires that distract me, day and night,
are false and empty to the core.

As the night keeps hidden in its gloom the petition for light,
even thus in the depth of my unconsciousness rings the cry
---`I want thee, only thee'.

As the storm still seeks its end in peace
when it strikes against peace with all its might,
even thus my rebellion strikes against thy love
and still its cry is
---`I want thee, only thee'."
72,Paper Boats,"Day by day I float my paper boats one by one down the running
stream.
    In bid black letters I write my name on them and the name of
the village where I live.
    I hope that someone in some strange land will find them and
know who I am.
    I load my little boats with shiuli flower from our garden, and
hope that these blooms of the dawn will be carried safely to land
in the night.
    I launch my paper boats and look up into the sky and see the
little clouds setting thee white bulging sails.
    I know not what playmate of mine in the sky sends them down
the air to race with my boats!
    When night comes I bury my face in my arms and dream that my
paper boats float on and on under the midnight stars.
    The fairies of sleep are sailing in them, and the lading ins
their baskets full of dreams."
73,Parting Words,"When I go from hence
let this be my parting word,
that what I have seen is unsurpassable.

I have tasted of the hidden honey of this lotus
that expands on the ocean of light,
and thus am I blessed
---let this be my parting word.

In this playhouse of infinite forms
I have had my play
and here have I caught sight of him that is formless.

My whole body and my limbs
have thrilled with his touch who is beyond touch;
and if the end comes here, let it come
---let this be my parting word."
74,Passing Breeze,"Yes, I know, this is nothing but thy love,
O beloved of my heart---this golden light that dances upon the leaves,
these idle clouds sailing across the sky,
this passing breeze leaving its coolness upon my forehead.

The morning light has flooded my eyes---this is thy message to my heart.
Thy face is bent from above, thy eyes look down on my eyes,
and my heart has touched thy feet."
75,Patience,"If thou speakest not I will fill my heart with thy silence and endure it.
I will keep still and wait like the night with starry vigil
and its head bent low with patience.

The morning will surely come, the darkness will vanish,
and thy voice pour down in golden streams breaking through the sky.

Then thy words will take wing in songs from every one of my birds' nests,
and thy melodies will break forth in flowers in all my forest groves."
76,Playthings,"Child, how happy you are sitting in the dust, playing with a broken twig all the morning.
    I smile at your play with that little bit of a broken twig.
    I am busy with my accounts, adding up figures by the hour.
    Perhaps you glance at me and think, ""What a stupid game to spoil your morning with!""
    Child, I have forgotten the art of being absorbed in sticks and mud-pies.
    I seek out costly playthings, and gather lumps of gold and silver.
    With whatever you find you create your glad games, I spend both my time and my strength over things I never can obtain.
    In my frail canoe I struggle to cross the sea of desire, and forget that I too am playing a game."
